自增ID,内部订单号,线上订单号,店铺名称,全渠道用户ID,发货日期,付款日期,应付金额,已付金额,状态,收货人,款号,商品编码,商品名称,颜色及规格,下单时间,省份,城市,平台站点,子订单编号,线上子订单编号,原始线上订单号,数量,商品单价,商品金额,原价,是否赠品,子订单状态,退款状态,登记数量,实退数量
604,INT20250000603,ON20250000603,江南布衣男装官方旗舰店,ac1871999225237146,2025-10-30 17:56:38,2025-10-27 17:56:38,663.0,663.0,已完成,刘岩,SPU115,SPU115-黄色-XS,家居服春季款,黄色 修身,2025-10-25 17:56:38,山西省,阳泉市,天猫,SUB20250000603,ONSUB20250000603,ORIG20250000603,3,221.0,663.0,306.42,否,已完成,未申请退款,0,0
605,INT20250000604,ON20250000604,H&M官方旗舰店,ae5828344667595722,,2025-05-06 14:08:48,348.0,348.0,已付款,陆欢,SPU071,SPU071-粉色-L,家居服热卖款,粉色 短款,2025-05-05 14:08:48,黑龙江省,鸡西市,拼多多,SUB20250000604,ONSUB20250000604,ORIG20250000604,3,116.0,348.0,148.44,是,已付款,退款关闭,0,0
606,INT20250000605,ON20250000605,H&M女装官方旗舰店,ab4003985110458075,2025-07-12 07:57:36,2025-07-10 07:57:36,134.0,134.0,已发货,席玉梅,SPU072,SPU072-灰色-M,休闲裤新款,灰色 修身,2025-07-08 07:57:36,西藏自治区,林芝市,天猫,SUB20250000605,ONSUB20250000605,ORIG20250000605,1,134.0,134.0,173.67,否,已发货,未申请退款,0,0
607,INT20250000606,ON20250000606,耐克官方旗舰店,ae5828344667595722,,2025-07-07 19:41:28,327.0,327.0,已付款,陆欢,SPU051,SPU051-橙色-均码,短袖T恤夏季款,橙色 标准,2025-07-06 19:41:28,黑龙江省,鸡西市,京东,SUB20250000606,ONSUB20250000606,ORIG20250000606,3,109.0,327.0,158.49,是,已付款,退款中,3,0
608,INT20250000607,ON20250000607,江南布衣女装官方旗舰店,ae1678239601175771,2025-05-18 18:10:13,2025-05-15 18:10:13,1098.0,1098.0,已完成,章桂花,SPU029,SPU029-黑色-XL,伞裙夏季款,黑色 加长,2025-05-14 18:10:13,河北省,沧州市,天猫,SUB20250000607,ONSUB20250000607,ORIG20250000607,3,366.0,1098.0,433.05,是,已完成,成功退款,3,1
609,INT20250000608,ON20250000608,Pull&Bear官方旗舰店,ac7876946831764067,,2025-08-06 06:06:16,218.0,218.0,已付款,赵阳,SPU051,SPU051-橙色-均码,短袖T恤夏季款,橙色 标准,2025-08-06 06:06:16,重庆市,重庆市,微信,SUB20250000608,ONSUB20250000608,ORIG20250000608,2,109.0,218.0,148.42,是,已付款,申请退款,2,0
610,INT20250000609,ON20250000609,播女装官方旗舰店,ac1923193498493097,2025-05-16 04:45:48,2025-05-14 04:45:48,376.0,376.0,已完成,王欣,SPU177,SPU177-橙色-XL,家居服夏季款,橙色 标准,2025-05-12 04:45:48,海南省,五指山市,京东,SUB20250000609,ONSUB20250000609,ORIG20250000609,1,376.0,376.0,534.95,是,已完成,退款关闭,0,0
611,INT20250000610,ON20250000610,Pull&Bear男装官方旗舰店,ab7539685923398329,,,642.0,0.0,待付款,马淑华,SPU194,SPU194-红色-XS,套头卫衣春季款,红色 标准,2025-07-23 13:16:28,甘肃省,张掖市,抖音,SUB20250000610,ONSUB20250000610,ORIG20250000610,3,214.0,642.0,296.13,是,待付款,未申请退款,0,0
612,INT20250000611,ON20250000611,阿迪达斯官方旗舰店,ad1451641826501163,2025-09-15 21:57:25,2025-09-13 21:57:25,880.0,880.0,已完成,魏晶,SPU102,SPU102-绿色-XL,套头卫衣秋冬款,绿色 标准,2025-09-11 21:57:25,安徽省,宣城市,天猫,SUB20250000611,ONSUB20250000611,ORIG20250000611,2,440.0,880.0,520.32,是,已完成,成功退款,2,2
613,INT20250000612,ON20250000612,播官方旗舰店,ae9150058599235723,2025-08-01 07:13:15,2025-07-31 07:13:15,358.0,358.0,已完成,尹淑珍,SPU090,SPU090-紫色-均码,训练外套热卖款,紫色 加长,2025-07-30 07:13:15,福建省,莆田市,拼多多,SUB20250000612,ONSUB20250000612,ORIG20250000612,2,179.0,358.0,230.14,是,已完成,成功退款,2,2
614,INT20250000613,ON20250000613,H&M男装官方旗舰店,ab6819794522251163,2025-08-29 23:37:38,2025-08-26 23:37:38,390.0,390.0,已发货,张凤英,SPU134,SPU134-粉色-M,西装外套春季款,粉色 宽松,2025-08-25 23:37:38,宁夏回族自治区,银川市,微信,SUB20250000613,ONSUB20250000613,ORIG20250000613,2,195.0,390.0,221.91,否,已发货,未申请退款,0,0
615,INT20250000614,ON20250000614,欧时力官方旗舰店,ad8652296040983502,,2025-10-27 06:55:18,174.0,174.0,已付款,亢帅,SPU035,SPU035-白色-XXXL,训练外套经典款,白色 加长,2025-10-26 06:55:18,山东省,泰安市,淘宝,SUB20250000614,ONSUB20250000614,ORIG20250000614,3,58.0,174.0,66.56,是,已付款,未申请退款,0,0
616,INT20250000615,ON20250000615,H&M男装官方旗舰店,ad8929215204176585,2025-10-05 05:13:08,2025-10-03 05:13:08,1110.0,1110.0,已完成,刘云,SPU004,SPU004-绿色-XL,童装套装新款,绿色 标准,2025-10-01 05:13:08,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,微信,SUB20250000615,ONSUB20250000615,ORIG20250000615,3,370.0,1110.0,521.38,是,已完成,退款关闭,0,0
617,INT20250000616,ON20250000616,Mango官方旗舰店,af4096291448618997,,2025-08-31 22:59:13,468.0,468.0,已付款,徐梅,SPU040,SPU040-棕色-XS,运动T恤热卖款,棕色 短款,2025-08-30 22:59:13,河南省,安阳市,微信,SUB20250000616,ONSUB20250000616,ORIG20250000616,3,156.0,468.0,221.09,是,已付款,申请退款,3,0
618,INT20250000617,ON20250000617,GXG官方旗舰店,ae8142103041413421,2025-06-10 15:07:51,2025-06-08 15:07:51,1113.0,1113.0,已完成,王斌,SPU123,SPU123-粉色-S,家居服夏季款,粉色 短款,2025-06-08 15:07:51,云南省,怒江傈僳族自治州,京东,SUB20250000617,ONSUB20250000617,ORIG20250000617,3,371.0,1113.0,517.94,否,已完成,退款关闭,0,0
619,INT20250000618,ON20250000618,优衣库官方旗舰店,ac8223162641620104,2025-07-01 19:27:20,2025-06-28 19:27:20,342.0,342.0,已完成,陶斌,SPU097,SPU097-蓝色-XXXL,羽绒服经典款,蓝色 加长,2025-06-27 19:27:20,辽宁省,沈阳市,淘宝,SUB20250000618,ONSUB20250000618,ORIG20250000618,1,342.0,342.0,388.09,否,已完成,未申请退款,0,0
620,INT20250000619,ON20250000619,H&M女装官方旗舰店,ab8102357022867714,2025-06-15 12:35:48,2025-06-12 12:35:48,668.0,668.0,已完成,梅倩,SPU039,SPU039-绿色-M,休闲衬衫经典款,绿色 宽松,2025-06-11 12:35:48,山西省,阳泉市,拼多多,SUB20250000619,ONSUB20250000619,ORIG20250000619,2,334.0,668.0,441.17,是,已完成,未申请退款,0,0
621,INT20250000620,ON20250000620,耐克官方旗舰店,ab2448584483726704,2025-09-21 04:29:17,2025-09-19 04:29:17,356.0,356.0,已发货,万刚,SPU009,SPU009-橙色-S,开衫热卖款,橙色 宽松,2025-09-19 04:29:17,河北省,保定市,京东,SUB20250000620,ONSUB20250000620,ORIG20250000620,1,356.0,356.0,520.97,否,已发货,未申请退款,0,0
622,INT20250000621,ON20250000621,Bershka女装官方旗舰店,ac3646011434776012,2025-09-30 01:36:22,2025-09-27 01:36:22,1059.0,1059.0,已发货,陈霞,SPU130,SPU130-黑色-XXL,休闲衬衫热卖款,黑色 短款,2025-09-25 01:36:22,陕西省,安康市,京东,SUB20250000621,ONSUB20250000621,ORIG20250000621,3,353.0,1059.0,505.05,是,已发货,退款关闭,0,0
623,INT20250000622,ON20250000622,Bershka女装官方旗舰店,ad9384045810088744,2025-08-28 00:29:24,2025-08-25 00:29:24,164.0,164.0,已发货,谢萍,SPU150,SPU150-米色-L,家居服秋冬款,米色 加长,2025-08-24 00:29:24,陕西省,延安市,天猫,SUB20250000622,ONSUB20250000622,ORIG20250000622,1,164.0,164.0,183.36,否,已发货,退款中,1,1
624,INT20250000623,ON20250000623,GAP官方旗舰店,ab3390218768082478,2025-11-01 06:58:12,2025-10-30 06:58:12,302.0,302.0,已完成,张荣,SPU098,SPU098-绿色-XL,休闲裤热卖款,绿色 宽松,2025-10-29 06:58:12,浙江省,杭州市,淘宝,SUB20250000623,ONSUB20250000623,ORIG20250000623,2,151.0,302.0,207.21,否,已完成,退款关闭,0,0
625,INT20250000624,ON20250000624,Pull&Bear男装官方旗舰店,ad2374853191869356,2025-10-22 21:12:04,2025-10-19 21:12:04,328.0,328.0,已发货,莫旭,SPU134,SPU134-粉色-M,西装外套春季款,粉色 加长,2025-10-19 21:12:04,广东省,中山市,京东,SUB20250000624,ONSUB20250000624,ORIG20250000624,1,328.0,328.0,403.46,是,已发货,退款中,1,0
626,INT20250000625,ON20250000625,韩都衣舍女装官方旗舰店,ac1576694813836239,,,422.0,0.0,已取消,张玉华,SPU094,SPU094-米色-均码,西装外套秋冬款,米色 加长,2025-10-01 04:56:45,福建省,福州市,拼多多,SUB20250000625,ONSUB20250000625,ORIG20250000625,1,422.0,422.0,542.65,是,已取消,未申请退款,0,0
627,INT20250000626,ON20250000626,GAP男装官方旗舰店,ae9325447788688043,2025-08-02 04:15:45,2025-07-30 04:15:45,238.0,238.0,已完成,刘秀梅,SPU191,SPU191-粉色-S,运动套装新款,粉色 标准,2025-07-29 04:15:45,天津市,天津市,天猫,SUB20250000626,ONSUB20250000626,ORIG20250000626,1,238.0,238.0,280.97,否,已完成,未申请退款,0,0
628,INT20250000627,ON20250000627,欧时力女装官方旗舰店,ae5086778025543370,2025-08-16 04:30:35,2025-08-14 04:30:35,1197.0,1197.0,已发货,吕亮,SPU001,SPU001-紫色-S,套头卫衣热卖款,紫色 短款,2025-08-14 04:30:35,四川省,达州市,微信,SUB20250000627,ONSUB20250000627,ORIG20250000627,3,399.0,1197.0,531.11,是,已发货,未申请退款,0,0
629,INT20250000628,ON20250000628,江南布衣官方旗舰店,af7449328040642089,2025-08-01 17:13:30,2025-07-30 17:13:30,658.0,658.0,已完成,何秀芳,SPU172,SPU172-绿色-XXL,短裤春季款,绿色 修身,2025-07-29 17:13:30,江苏省,南京市,微信,SUB20250000628,ONSUB20250000628,ORIG20250000628,2,329.0,658.0,472.06,否,已完成,退款关闭,0,0
630,INT20250000629,ON20250000629,ONLY女装官方旗舰店,ab6479056803228564,2025-07-31 06:36:16,2025-07-30 06:36:16,232.0,232.0,已完成,任飞,SPU147,SPU147-蓝色-XL,POLO衫夏季款,蓝色 加长,2025-07-29 06:36:16,辽宁省,锦州市,天猫,SUB20250000629,ONSUB20250000629,ORIG20250000629,1,232.0,232.0,274.8,否,已完成,成功退款,1,1
631,INT20250000630,ON20250000630,H&M男装官方旗舰店,ad2315496047143925,2025-09-19 06:03:00,2025-09-17 06:03:00,432.0,432.0,已完成,杨波,SPU132,SPU132-灰色-XL,风衣新款,灰色 宽松,2025-09-15 06:03:00,甘肃省,酒泉市,微信,SUB20250000630,ONSUB20250000630,ORIG20250000630,3,144.0,432.0,213.88,否,已完成,未申请退款,0,0
632,INT20250000631,ON20250000631,ZARA童装官方旗舰店,ad2037358315220764,2025-05-24 17:40:25,2025-05-22 17:40:25,457.0,457.0,已完成,陈彬,SPU161,SPU161-棕色-XXL,POLO衫热卖款,棕色 短款,2025-05-20 17:40:25,宁夏回族自治区,银川市,天猫,SUB20250000631,ONSUB20250000631,ORIG20250000631,1,457.0,457.0,512.05,是,已完成,退款关闭,0,0
633,INT20250000632,ON20250000632,优衣库女装官方旗舰店,ad4866649860305872,2025-08-08 00:33:07,2025-08-06 00:33:07,356.0,356.0,已完成,蒋倩,SPU000,SPU000-黑色-XS,家居服春季款,黑色 加长,2025-08-06 00:33:07,辽宁省,丹东市,微信,SUB20250000632,ONSUB20250000632,ORIG20250000632,2,178.0,356.0,242.33,否,已完成,退款关闭,0,0
634,INT20250000633,ON20250000633,COS女装官方旗舰店,ae7263509639165783,2025-06-10 11:45:46,2025-06-07 11:45:46,604.0,604.0,已完成,刘玉珍,SPU068,SPU068-米色-L,休闲衬衫新款,米色 短款,2025-06-06 11:45:46,湖北省,荆州市,京东,SUB20250000633,ONSUB20250000633,ORIG20250000633,2,302.0,604.0,365.67,是,已完成,退款关闭,0,0
635,INT20250000634,ON20250000634,VERO MODA女装官方旗舰店,ae5737345060779186,2025-08-22 10:45:35,2025-08-19 10:45:35,984.0,984.0,已发货,李彬,SPU097,SPU097-蓝色-XXXL,羽绒服经典款,蓝色 加长,2025-08-19 10:45:35,河南省,许昌市,京东,SUB20250000634,ONSUB20250000634,ORIG20250000634,3,328.0,984.0,398.17,是,已发货,退款关闭,0,0
636,INT20250000635,ON20250000635,播官方旗舰店,ad4858484942732824,,2025-09-28 22:00:37,762.0,701.08,已付款,吴霞,SPU194,SPU194-红色-M,套头卫衣春季款,红色 标准,2025-09-27 22:00:37,福建省,漳州市,天猫,SUB20250000635,ONSUB20250000635,ORIG20250000635,2,381.0,762.0,471.05,是,已付款,退款关闭,0,0
637,INT20250000636,ON20250000636,播女装官方旗舰店,af2341539292623825,2025-10-02 13:00:49,2025-09-29 13:00:49,306.0,306.0,已完成,李桂荣,SPU151,SPU151-蓝色-S,休闲衬衫夏季款,蓝色 修身,2025-09-28 13:00:49,江苏省,连云港市,拼多多,SUB20250000636,ONSUB20250000636,ORIG20250000636,3,102.0,306.0,140.92,否,已完成,退款关闭,0,0
638,INT20250000637,ON20250000637,太平鸟童装官方旗舰店,ad6593716308947811,2025-11-01 19:38:59,2025-10-29 19:38:59,856.0,856.0,已完成,陈军,SPU124,SPU124-绿色-L,训练外套秋冬款,绿色 宽松,2025-10-28 19:38:59,辽宁省,大连市,微信,SUB20250000637,ONSUB20250000637,ORIG20250000637,2,428.0,856.0,639.64,是,已完成,退款关闭,0,0
639,INT20250000638,ON20250000638,秋水伊人女装官方旗舰店,af6833374007368870,,,1089.0,0.0,已取消,高秀云,SPU116,SPU116-灰色-M,家居服热卖款,灰色 宽松,2025-08-12 10:48:37,吉林省,松原市,微信,SUB20250000638,ONSUB20250000638,ORIG20250000638,3,363.0,1089.0,429.87,否,已取消,未申请退款,0,0
640,INT20250000639,ON20250000639,ONLY女装官方旗舰店,ab4924222469078281,2025-06-05 05:54:48,2025-06-03 05:54:48,474.0,474.0,已发货,奚佳,SPU167,SPU167-棕色-XXL,连帽卫衣热卖款,棕色 宽松,2025-06-01 05:54:48,安徽省,宿州市,微信,SUB20250000639,ONSUB20250000639,ORIG20250000639,1,474.0,474.0,642.14,是,已发货,退款关闭,0,0
641,INT20250000640,ON20250000640,太平鸟女装官方旗舰店,ac2910605410734749,,,307.0,0.0,待付款,刘雪梅,SPU163,SPU163-米色-均码,针织连衣裙夏季款,米色 短款,2025-08-25 19:42:29,青海省,海西蒙古族藏族自治州,拼多多,SUB20250000640,ONSUB20250000640,ORIG20250000640,1,307.0,307.0,356.95,是,待付款,未申请退款,0,0
642,INT20250000641,ON20250000641,太平鸟童装官方旗舰店,ab4927656147121104,2025-09-21 14:01:01,2025-09-19 14:01:01,630.0,630.0,已发货,韩东,SPU180,SPU180-橙色-XS,家居服经典款,橙色 标准,2025-09-17 14:01:01,江苏省,苏州市,拼多多,SUB20250000641,ONSUB20250000641,ORIG20250000641,3,210.0,630.0,280.38,否,已发货,申请退款,3,0
643,INT20250000642,ON20250000642,Mango官方旗舰店,af6214439247181844,2025-07-22 05:34:05,2025-07-21 05:34:05,496.0,496.0,已完成,郭建,SPU136,SPU136-灰色-L,休闲衬衫秋冬款,灰色 宽松,2025-07-19 05:34:05,陕西省,汉中市,微信,SUB20250000642,ONSUB20250000642,ORIG20250000642,2,248.0,496.0,352.28,否,已完成,未申请退款,0,0
644,INT20250000643,ON20250000643,Massimo Dutti官方旗舰店,af4469530912978521,2025-09-22 21:25:46,2025-09-20 21:25:46,668.0,668.0,已完成,官波,SPU039,SPU039-绿色-M,休闲衬衫经典款,绿色 宽松,2025-09-20 21:25:46,黑龙江省,牡丹江市,京东,SUB20250000643,ONSUB20250000643,ORIG20250000643,2,334.0,668.0,450.64,是,已完成,退款关闭,0,0
645,INT20250000644,ON20250000644,播男装官方旗舰店,ac2976374247857017,,2025-06-22 07:52:42,696.0,696.0,已付款,李秀英,SPU147,SPU147-蓝色-XL,POLO衫夏季款,蓝色 加长,2025-06-22 07:52:42,陕西省,安康市,抖音,SUB20250000644,ONSUB20250000644,ORIG20250000644,3,232.0,696.0,262.14,否,已付款,申请退款,3,0
646,INT20250000645,ON20250000645,优衣库官方旗舰店,ab6906305305080999,2025-08-07 12:03:08,2025-08-04 12:03:08,356.0,356.0,已发货,万玉梅,SPU151,SPU151-蓝色-XL,休闲衬衫夏季款,蓝色 加长,2025-08-04 12:03:08,河北省,邯郸市,天猫,SUB20250000645,ONSUB20250000645,ORIG20250000645,2,178.0,356.0,198.42,否,已发货,退款中,2,0
647,INT20250000646,ON20250000646,秋水伊人官方旗舰店,ae2925264107523646,2025-10-08 13:56:27,2025-10-07 13:56:27,474.0,474.0,已发货,马强,SPU115,SPU115-黄色-XXL,家居服春季款,黄色 标准,2025-10-07 13:56:27,辽宁省,抚顺市,抖音,SUB20250000646,ONSUB20250000646,ORIG20250000646,2,237.0,474.0,336.46,是,已发货,退款中,2,2
648,INT20250000647,ON20250000647,Pull&Bear官方旗舰店,ab4177883302635826,2025-09-12 17:56:06,2025-09-09 17:56:06,102.0,102.0,已发货,凌文,SPU039,SPU039-绿色-XS,休闲衬衫经典款,绿色 宽松,2025-09-07 17:56:06,云南省,保山市,抖音,SUB20250000647,ONSUB20250000647,ORIG20250000647,1,102.0,102.0,139.82,是,已发货,未申请退款,0,0
649,INT20250000648,ON20250000648,Bershka官方旗舰店,ab5990182317340403,2025-10-01 15:00:47,2025-09-29 15:00:47,108.0,108.0,已完成,周凤兰,SPU101,SPU101-绿色-XL,连帽卫衣春季款,绿色 短款,2025-09-29 15:00:47,湖北省,天门市,天猫,SUB20250000648,ONSUB20250000648,ORIG20250000648,2,54.0,108.0,78.98,是,已完成,未申请退款,0,0
650,INT20250000649,ON20250000649,江南布衣官方旗舰店,ac8017668754537532,2025-07-05 07:38:39,2025-07-03 07:38:39,972.0,972.0,已发货,李倩,SPU178,SPU178-粉色-L,家居服热卖款,粉色 短款,2025-07-03 07:38:39,甘肃省,天水市,微信,SUB20250000649,ONSUB20250000649,ORIG20250000649,3,324.0,972.0,356.97,否,已发货,退款中,3,0
651,INT20250000650,ON20250000650,VERO MODA官方旗舰店,ab5057775186680717,2025-05-12 09:52:25,2025-05-09 09:52:25,878.0,878.0,已发货,张玉梅,SPU089,SPU089-黄色-XL,跑步外套夏季款,黄色 宽松,2025-05-08 09:52:25,宁夏回族自治区,石嘴山市,微信,SUB20250000650,ONSUB20250000650,ORIG20250000650,2,439.0,878.0,541.34,是,已发货,申请退款,2,0
652,INT20250000651,ON20250000651,太平鸟官方旗舰店,ac1875175299309117,2025-05-29 00:25:15,2025-05-26 00:25:15,496.0,496.0,已完成,翁兰英,SPU122,SPU122-米色-XL,短裤经典款,米色 短款,2025-05-24 00:25:15,内蒙古自治区,通辽市,微信,SUB20250000651,ONSUB20250000651,ORIG20250000651,2,248.0,496.0,286.38,否,已完成,成功退款,2,1
653,INT20250000652,ON20250000652,ZARA童装官方旗舰店,ac3906267625892530,,2025-08-09 04:06:07,552.0,484.62,已付款,侯兰英,SPU047,SPU047-灰色-S,A字连衣裙夏季款,灰色 宽松,2025-08-07 04:06:07,河南省,安阳市,微信,SUB20250000652,ONSUB20250000652,ORIG20250000652,3,184.0,552.0,263.11,否,已付款,退款关闭,0,0
654,INT20250000653,ON20250000653,耐克官方旗舰店,ae2023660469881484,2025-05-23 09:54:50,2025-05-22 09:54:50,921.0,921.0,已完成,李小红,SPU092,SPU092-黄色-S,套头卫衣经典款,黄色 短款,2025-05-20 09:54:50,广西壮族自治区,贵港市,天猫,SUB20250000653,ONSUB20250000653,ORIG20250000653,3,307.0,921.0,453.98,是,已完成,成功退款,3,3
655,INT20250000654,ON20250000654,GAP男装官方旗舰店,ab8909465481131886,2025-05-23 09:11:38,2025-05-21 09:11:38,1113.0,907.79,已完成,朱璐,SPU015,SPU015-灰色-M,牛仔裤秋冬款,灰色 修身,2025-05-20 09:11:38,山西省,运城市,拼多多,SUB20250000654,ONSUB20250000654,ORIG20250000654,3,371.0,1113.0,413.61,否,已完成,退款关闭,0,0
656,INT20250000655,ON20250000655,GXG男装官方旗舰店,ac3606576022572682,,2025-07-26 19:55:28,216.0,216.0,已付款,徐磊,SPU181,SPU181-棕色-XXXL,羽绒服夏季款,棕色 修身,2025-07-25 19:55:28,陕西省,咸阳市,天猫,SUB20250000655,ONSUB20250000655,ORIG20250000655,1,216.0,216.0,259.45,是,已付款,未申请退款,0,0
657,INT20250000656,ON20250000656,ONLY官方旗舰店,ad7074075259800225,2025-09-18 17:59:20,2025-09-17 17:59:20,1275.0,1275.0,已发货,冉建平,SPU106,SPU106-蓝色-XL,牛仔裤春季款,蓝色 标准,2025-09-17 17:59:20,广西壮族自治区,南宁市,微信,SUB20250000656,ONSUB20250000656,ORIG20250000656,3,425.0,1275.0,507.9,是,已发货,未申请退款,0,0
658,INT20250000657,ON20250000657,GAP童装官方旗舰店,ac4052825876606897,2025-07-23 05:35:50,2025-07-20 05:35:50,1020.0,1020.0,已完成,曾文,SPU185,SPU185-米色-L,家居服经典款,米色 修身,2025-07-20 05:35:50,吉林省,长春市,微信,SUB20250000657,ONSUB20250000657,ORIG20250000657,3,340.0,1020.0,456.88,是,已完成,退款关闭,0,0
659,INT20250000658,ON20250000658,优衣库官方旗舰店,ac1923193498493097,,2025-10-27 02:10:18,370.0,370.0,已付款,王欣,SPU081,SPU081-橙色-XXL,短袖T恤经典款,橙色 加长,2025-10-27 02:10:18,海南省,五指山市,淘宝,SUB20250000658,ONSUB20250000658,ORIG20250000658,1,370.0,370.0,539.86,是,已付款,申请退款,1,0
660,INT20250000659,ON20250000659,欧时力官方旗舰店,ac4337532158439648,2025-09-03 09:14:06,2025-09-01 09:14:06,882.0,882.0,已发货,范志强,SPU036,SPU036-红色-XL,羽绒服热卖款,红色 修身,2025-08-30 09:14:06,宁夏回族自治区,中卫市,拼多多,SUB20250000659,ONSUB20250000659,ORIG20250000659,3,294.0,882.0,389.22,否,已发货,退款中,3,0
661,INT20250000660,ON20250000660,ONLY官方旗舰店,ad9415368027988442,2025-05-15 01:31:07,2025-05-14 01:31:07,1167.0,1167.0,已完成,杨凤兰,SPU132,SPU132-灰色-XXL,风衣新款,灰色 加长,2025-05-13 01:31:07,江苏省,扬州市,天猫,SUB20250000660,ONSUB20250000660,ORIG20250000660,3,389.0,1167.0,452.61,是,已完成,未申请退款,0,0
